isin,date
COB07CD05L17,2018Q4
COB07CD05LI2,2018Q4
COB07CD05PX2,2018Q4
COB07CD05XS6,2018Q4
COB07CD06BI1,2018Q4
COB07CD07BH1,2018Q4
COB07CD07GO6,2018Q4
COB07CD07GQ1,2018Q4
COB07CD07JR3,2018Q4
COB07CD07K81,2018Q4
COB07CD07M97,2018Q4
COB07CD07PU4,2018Q4
COB07CD07PV2,2018Q4
COB07CD07W38,2018Q4
COB07CD07X94,2018Q4
COB07CD082A6,2018Q4
COB07CD08AA6,2018Q4
COB07CD08AO7,2018Q4
COB07CD08AP4,2018Q4
COB07CD08FF4,2018Q4
COB07CD08OL4,2018Q4
COB07CD08P10,2018Q4
COB07CD08PI7,2018Q4
COB07CD08Q35,2018Q4
COB07CD08SR2,2018Q4
COB07CD090C5,2018Q4
COB07CD090M4,2018Q4
COB07CD090S1,2018Q4
COB07CD091D1,2018Q4
COB07CD09A65,2018Q4
COB07CD09AE6,2018Q4
COB07CD09CT0,2018Q4
COB07CD09FN6,2018Q4
COB07CD09HK8,2018Q4
COB07CD09IA7,2018Q4
COB07CD09IM2,2018Q4
COB07CD09M95,2018Q4
COB07CD09U46,2018Q4
COB07CD09Y18,2018Q4
COB07CD0A1D4,2018Q4
COB07CD44722,2018Q4
COB12CD00P94,2018Q4
COB12CD00ZQ6,2018Q4
COB12CD015Z6,2018Q4
COB12CD01A25,2018Q4
COB12CD01J00,2018Q4
COB12CD01J59,2018Q4
COB12CD01JC8,2018Q4
COB12CD01JZ9,2018Q4
COB12CD01NE6,2018Q4
COB12CD021E9,2018Q4
COB12CD02IU0,2018Q4
COB12CD02KL5,2018Q4
COB12CD02OJ1,2018Q4
COB12CD33121,2018Q4
COB12CD43609,2018Q4
COB12CD68127,2018Q4
COB13CD009O2,2018Q4
COB13CD00B32,2018Q4
COB13CD00CN0,2018Q4
COB13CD00CQ3,2018Q4
COB13CD01PA7,2018Q4
COB13CD05YU8,2018Q4
COB13CD09970,2018Q4
COB13CD15324,2018Q4
COB13CD25687,2018Q4
COB13CD33301,2018Q4
COB13CD33715,2018Q4
COB13CD33954,2018Q4
COB13CD37062,2018Q4
COB13CD37245,2018Q4
COB13CD37369,2018Q4
COB13CD37575,2018Q4
COB13CD38201,2018Q4
COB13CD38573,2018Q4
COB13CD38672,2018Q4
COB13CD38961,2018Q4
COB13CD38995,2018Q4
COB13CD40876,2018Q4
COB13CD42807,2018Q4
COB13CD46634,2018Q4
COB13CD46808,2018Q4
COB13CD46980,2018Q4
COB13CD46998,2018Q4
COB13CD47756,2018Q4
COB13CD52962,2018Q4
COB13CD54158,2018Q4
COB13CD56443,2018Q4
COB13CD56815,2018Q4
COB13CD58951,2018Q4
COB13CD59256,2018Q4
COB13CD61294,2018Q4
COB13CD62979,2018Q4
COB13CD63670,2018Q4
COB13CD66160,2018Q4
COB13CD66459,2018Q4
COB13CD68554,2018Q4
COB13CD68836,2018Q4
COB13CD74834,2018Q4
COB13CD76730,2018Q4
COB13CD77696,2018Q4
COB13CD84197,2018Q4
COB13CD88107,2018Q4
COB13CD88164,2018Q4
COB13CD88248,2018Q4
COB19CD0MOS0,2018Q4
COB19CD0NEQ3,2018Q4
COB19CD0NGA2,2018Q4
COB19CD0NOO7,2018Q4
COB19CD0O7E8,2018Q4
COB19CD0OUA1,2018Q4
COB19CD0RJZ4,2018Q4
COB19CD0TLI2,2018Q4
COB19CD0TMU5,2018Q4
COB19CD0U6B8,2018Q4
COB19CD0VBG3,2018Q4
COB19CD0WTC2,2018Q4
COB19CD0XL06,2018Q4
COB19CD10BD9,2018Q4
COB19CD10EC5,2018Q4
COB19CD125B7,2018Q4
COB19CD141T6,2018Q4
COB19CD147F2,2018Q4
COB19CD14GI9,2018Q4
COB19CD14RN6,2018Q4
COB19CD14SG8,2018Q4
COB19CD14WG0,2018Q4
COB19CD151T5,2018Q4
COB23CD12791,2018Q4
COB23CD12809,2018Q4
COB23CD15455,2018Q4
COB23CD16438,2018Q4
COB23CD43440,2018Q4
COB23CD47110,2018Q4
COB23CD51245,2018Q4
COB23CD51260,2018Q4
COB23CD51286,2018Q4
COB23CD51344,2018Q4
COB23CD55253,2018Q4
COB23CD56673,2018Q4
COB23CD58166,2018Q4
COB23CD58182,2018Q4
COB31CD06689,2018Q4
COB31CD06705,2018Q4
COB31CD06721,2018Q4
COB31CD06911,2018Q4
COB31CD07117,2018Q4
COB31CD07257,2018Q4
COB51CD01BR1,2018Q4
COB51CD01C33,2018Q4
COB51CD01F14,2018Q4
COB51CD01FN1,2018Q4
COB51CD01H95,2018Q4
COB51CD01JT0,2018Q4
COB51CD01K09,2018Q4
COB51CD01MD8,2018Q4
COB51CD01MI7,2018Q4
COB51CD01OL7,2018Q4
COB51CD01PZ4,2018Q4
COB51CD01SY1,2018Q4
COB51CD01SZ8,2018Q4
COB51CD01UT7,2018Q4
COB51CD01YO0,2018Q4
COB51CD01YP7,2018Q4
COB51CD02BC1,2018Q4
COB51CD02DZ8,2018Q4
COB51CD02GH9,2018Q4
COB51CD02GK3,2018Q4
COB51CD02GP2,2018Q4
COB51CD02KE8,2018Q4
COB51CD02LV0,2018Q4
COB51CD02PB3,2018Q4
COB51CD02XI2,2018Q4
COB51CD03AG2,2018Q4
COB51CD03CW5,2018Q4
COB51CD03FI7,2018Q4
COB51CD03GP0,2018Q4
COB51CD03IZ5,2018Q4
COB51CD03RN2,2018Q4
COB51CD03S33,2018Q4
COB51CD03S58,2018Q4
COB51CD03U96,2018Q4
COB51CD03YM0,2018Q4
COB51CD040H4,2018Q4
COB51CD041C3,2018Q4
COB51CD044I4,2018Q4
COB51CD048M7,2018Q4
COB51CD04AS5,2018Q4
COB51CD49836,2018Q4
COB52CD34943,2018Q4
COB52CD43027,2018Q4
COB52CD43142,2018Q4
COB52CD47010,2018Q4
COB52CD47200,2018Q4
COB52CD47291,2018Q4
COB52CD47309,2018Q4
COB52CD47663,2018Q4
COB52CD47804,2018Q4
COB52CD48141,2018Q4
COB52CD48661,2018Q4
COB52CD48810,2018Q4
COB52CD48968,2018Q4
COB52CD49008,2018Q4
COB52CD49073,2018Q4
COB52CD52002,2018Q4
COB52CD53208,2018Q4
COB52CD53901,2018Q4
COB52CD54065,2018Q4
COB52CD54917,2018Q4
COB52CD54925,2018Q4
COB52CD54933,2018Q4
COB52CD55781,2018Q4
COB53CD00IW4,2018Q4
COB53CD99746,2018Q4
COB56CD0UWX0,2018Q4
COB56CD12PT3,2018Q4
COB56CD12W80,2018Q4
COB56CD14JR6,2018Q4
COB56CD17IW1,2018Q4
COB56CD17SE8,2018Q4
COB56CD17TH9,2018Q4
COB56CD17XV2,2018Q4
COB56CD18S23,2018Q4
COB56CD18VR2,2018Q4
COB59CD13918,2018Q4
COB59CD13991,2018Q4
COB59CD16242,2018Q4
COB59CD16416,2018Q4
COB59CD17141,2018Q4
COB61CD1T9Z5,2018Q4
COB61CD1YWV7,2018Q4
COB62CD08W88,2018Q4
COB62CD0D2R4,2018Q4
COB62CD0D2V6,2018Q4
COB62CD0DC68,2018Q4
COB62CD0DC76,2018Q4
COB62CD0DPO1,2018Q4
COB62CD0DPU8,2018Q4
COB62CD0EDM9,2018Q4
COB63CD0CU81,2018Q4
COB63CD0ERK2,2018Q4
COB63CD0H665,2018Q4
COB64CD03L50,2018Q4
COB64CD06NY4,2018Q4
COB65CD00581,2018Q4
COB65CD00664,2018Q4
COB65CD00722,2018Q4
COB66CD55781,2018Q4
COB66CD57522,2018Q4
COB68CD04II3,2018Q4
COB68CD04IP8,2018Q4
COB68CD054Q7,2018Q4
COB68CD066L2,2018Q4
COB68CD06IX7,2018Q4
COB68CD07AH5,2018Q4
COB68CD85123,2018Q4
COB74CB00017,2018Q4
COB74CB00041,2018Q4
COB74CD00260,2018Q4
COB74CD00427,2018Q4
COJ05CD03QG7,2018Q4
COJ0WCD03903,2018Q4
COJ0WCD03929,2018Q4
COJ12CD0PKR2,2018Q4
COJ12CD0POI3,2018Q4
COJ12CD0POP8,2018Q4
COJ12CD0PQ25,2018Q4
COJ12CD0PTT9,2018Q4
COJ12CD0PU94,2018Q4
COJ12CD0Q0C3,2018Q4
COJ1GCD00306,2018Q4
COJ1GCD00314,2018Q4
COJ1GCD00330,2018Q4
COJ1GCD00348,2018Q4
COJ1GCD00389,2018Q4
COJ26CD43016,2018Q4
COJ70CD62568,2018Q4
COJ70CD66262,2018Q4
COJ70CD66668,2018Q4
COJ70CD66676,2018Q4
COL06CD13595,2018Q4
COT80CH02522,2018Q4
COT80PT00010,2018Q4
COB31CD07018,2018Q4
COB01CD05IA8,2018Q4
COB31CD06655,2018Q4
COB02CD22075,2018Q4
COB02CD22109,2018Q4
COB02CD22422,2018Q4
COB19CD0QW10,2018Q4
COB19CD0XOU3,2018Q4
COB52CD47408,2018Q4
COB51CD92182,2018Q4
COL06CD14189,2018Q4
COL06CD16002,2018Q4
COL06CD16218,2018Q4
COL06CD16937,2018Q4
COL06CD17141,2018Q4
COB52CD47481,2018Q4
COB52CD52598,2018Q4
COB52CD52606,2018Q4
COB52CD54156,2018Q4
COB07CD08JX9,2018Q4
COB51CD01HP2,2018Q4
COB51CD01IS4,2018Q4
COB51CD01J28,2018Q4
COB51CD01K41,2018Q4
COB51CD03K64,2018Q4
COB51CD03PI6,2018Q4
COB51CD03XW1,2018Q4
COB23CD53373,2018Q4
COB02CD23420,2018Q4
COB02CD23826,2018Q4
COB02CD25243,2018Q4
COB19CD0ZQT5,2018Q4
COL06CD12613,2018Q4
COL06CD16846,2018Q4
COJ05CD02YD0,2018Q4
COB01CD05SP5,2018Q4
COB01CD080Y6,2018Q4
COB01CD081U2,2018Q4
COB07CD060Q8,2018Q4
COB13CD09137,2018Q4
COB01CD06SM0,2018Q4
COB01CD054Y1,2018Q4
COB02CD08983,2018Q4
COB02CD21499,2018Q4
COB07CD43310,2018Q4
COB51CD01Y03,2018Q4
COB51CD03PH8,2018Q4
COB12CD02I83,2018Q4
COB12CD02M53,2018Q4
COB12CD02OT0,2018Q4
COB19CD0T5M0,2018Q4
COB19CD17N58,2018Q4
COB13CD85368,2018Q4
COB13CD05OQ7,2018Q4
COB13CD09HX9,2018Q4
COB02CD25417,2018Q4
COB01CD07X66,2018Q4
COB07CD04UT3,2018Q4
COB07CD086J8,2018Q4
COB07CD019Y8,2018Q4
COB07CD09OX7,2018Q4
COB07CD0AAG3,2018Q4
COB52CD47093,2018Q4
COB52CD56482,2018Q4
COL06CD15590,2018Q4
COL06CD15632,2018Q4
COJ70CD67062,2018Q4
COB01CD04YB6,2018Q4
COB13CD58738,2018Q4
COL06CD15442,2018Q4
COB51CD01KJ9,2018Q4
COB51CD01NI5,2018Q4
COB02CD24667,2018Q4
COB19CD0JOV0,2018Q4
COB01CD04IO2,2018Q4
COB31CD03389,2018Q4
COB19CD14RU1,2018Q4
COB13CD05QC2,2018Q4
COB01CD05TJ6,2018Q4
COB01CD06FL9,2018Q4
COB01CD05IR2,2018Q4
COB07CD09PR6,2018Q4
COB01CD05IQ4,2018Q4
COB31CD06564,2018Q4
COB19CD0TE43,2018Q4
COL06CD13009,2018Q4
COL06CD13702,2018Q4
COL06CD16267,2018Q4
COL06CD16481,2018Q4
COL06CD17281,2018Q4
COL06CD17422,2018Q4
COL06CD17430,2018Q4
COB07CD09XI9,2018Q4
COB13CD58464,2018Q4
COB13CD05UF7,2018Q4
COB51CD01EH6,2018Q4
COB02CD23099,2018Q4
COB02CD24444,2018Q4
COB02CD24824,2018Q4
COB19CD14BQ3,2018Q4
COB19CD14EG8,2018Q4
COB56CD155D4,2018Q4
COL06CD15624,2018Q4
COB01CD05OQ2,2018Q4
COB07CD07Y85,2018Q4
COB01CD05Y83,2018Q4
COB01CD57388,2018Q4
COB01CD57370,2018Q4
COL06CD16549,2018Q4
COB51CD03P10,2018Q4
COB23CD10860,2018Q4
COB02CD22125,2018Q4
COB51CD01QA5,2018Q4
COB51CD01U98,2018Q4
COB51CD03L63,2018Q4
COB51CD03LA2,2018Q4
COL06CD17802,2018Q4
COB23CD47334,2018Q4
COB23CD56178,2018Q4
COB12CD02MR8,2018Q4
COB19CD0TA39,2018Q4
COB19CD14SK0,2018Q4
COB13CD05MX7,2018Q4
COB13CD07Y53,2018Q4
COB13CD0D3D5,2018Q4
COB13CD0DPF9,2018Q4
COB01CD08B12,2018Q4
COB01CD08KK7,2018Q4
COB01CD08MF3,2018Q4
COB01CD08NK1,2018Q4
COB01CD08NS4,2018Q4
COB07CD07XE2,2018Q4
COB07CD07J76,2018Q4
COB07CD09E38,2018Q4
COB07CD0A6Z6,2018Q4
COB52CD48349,2018Q4
COB52CD43043,2018Q4
COB52CD47333,2018Q4
COB51CD01C17,2018Q4
COB51CD02C81,2018Q4
COB51CD01BG4,2018Q4
COB51CD03KI7,2018Q4
COB06CD1EGX6,2018Q4
COB13CD0FAA7,2018Q4
COB07CD09G85,2018Q4
COB07CD09K55,2018Q4
COB07CD0A3Z3,2018Q4
COB66CD58207,2018Q4
COJ1BCD37358,2018Q4
COB51CD03GO3,2018Q4
COL06CD16424,2018Q4
COB51CD02RG8,2018Q4
COB07CD08IC5,2018Q4
COB06CD19Q58,2018Q4
COB06CD1E8G9,2018Q4
COB01CD065C3,2018Q4
COB31CD07067,2018Q4
COB51CD03HP8,2018Q4
COB06CD1EHV8,2018Q4
COB06CD1ETN0,2018Q4
COL06CD16655,2018Q4
COB51CD01MW8,2018Q4
COB19CD13OL9,2018Q4
COB51CD033M9,2018Q4
COB07CD091W1,2018Q4
COB19CD0TZG6,2018Q4
COB01CD08BP5,2018Q4
COB65CD00623,2018Q4
COB06CD1CAW5,2018Q4
COB07CD07LM0,2018Q4
COB06CD10J98,2018Q4
COB07CD07LA5,2018Q4
COB06CD1BSN8,2018Q4
COB02CD25599,2018Q4
COB07CD07WE4,2018Q4
COB19CD0XOV1,2018Q4
COB06CD1BSO6,2018Q4
COB19CD0YSL1,2018Q4
COB19CD0TZH4,2018Q4
COB19CD11A00,2018Q4
COJ12CD0PZV2,2018Q4
COB06CD1BSM0,2018Q4
COJ12CD0PVU3,2018Q4
COL06CD16127,2018Q4
COB51CD03N04,2018Q4
COB52CD53133,2018Q4
COB01CD07BV5,2018Q4
COB51CD041D1,2018Q4
COB07CD08PS6,2018Q4
COB51CD02EV5,2018Q4
COB51CD01LK5,2018Q4
COB51CD02PC1,2018Q4
COJ26CD44048,2018Q4
COB51CD01YX1,2018Q4
COB01CD07O00,2018Q4
COB31CD07133,2018Q4
COB19CD0ZP42,2018Q4
COB12CD02GD0,2018Q4
COB12CD02HE6,2018Q4
COB01CD07PZ6,2018Q4
COL06CD14254,2018Q4
COB51CD042A5,2018Q4
COB51CD02CM8,2018Q4
COJ12CD0PW27,2018Q4
COB51CD02PA5,2018Q4
COB51CD02F96,2018Q4
COJ05CD03N86,2018Q4
COJ26CD42745,2018Q4
COB51CD01Z28,2018Q4
COB06CD18KL3,2018Q4
COJ26CD42927,2018Q4
COB19CD0ZYM4,2018Q4
COB51CD01G96,2018Q4
COB19CD141U4,2018Q4
COB06CD1C9J3,2018Q4
COB19CD13N11,2018Q4
COB51CD03Q84,2018Q4
COB19CD11MS2,2018Q4
COB52CD53182,2018Q4
COB02CD23180,2018Q4
COB07CD07WJ3,2018Q4
COB19CD0ZN51,2018Q4
COB31CD03421,2018Q4
COB01CD04WR6,2018Q4
COB07CD07FC3,2018Q4
COJ26CD44055,2018Q4
COB19CD0W5M5,2018Q4
COB06CD18WX3,2018Q4
COB01CD05KA4,2018Q4
COB56CD16AX8,2018Q4
COJ26CD42950,2018Q4
COB06CD1E3J4,2018Q4
COB13CD77753,2018Q4
COB51CD03Q76,2018Q4
COL06CD15483,2018Q4
COJ1GCD00140,2018Q4
COB51CD047O5,2018Q4
COL06CD16333,2018Q4
COL06CD16457,2018Q4
COB06CD0U9P9,2018Q4
COB07CD09EY6,2018Q4
COB06CD10IN0,2018Q4
COB51CD01IA2,2018Q4
COL06CD16622,2018Q4
COB19CD0VRE4,2018Q4
COB19CD0ZP34,2018Q4
COB01CD05A73,2018Q4
COB19CD0ZYN2,2018Q4
COB19CD0ZZI9,2018Q4
COJ12CD0PZX8,2018Q4
COB19CD147E5,2018Q4
COL06CD12902,2018Q4
COB31CD07083,2018Q4
COL06CD16317,2018Q4
COB01CD07P90,2018Q4
COB62CD0DJS5,2018Q4
COB59CD15186,2018Q4
COB62CD0B2M7,2018Q4
COB07CD007P1,2018Q4
COB68CD05UK1,2018Q4
COB53CD007U4,2018Q4
COB59CD16465,2018Q4
COB68CD05UL9,2018Q4
COB51CD01S76,2018Q4
COL06CD14338,2018Q4
COB19CD0U424,2018Q4
COB51CD03FH9,2018Q4
COB06CD1EIV6,2018Q4
COB07CD07JS1,2018Q4
COB64CD074J4,2018Q4
COB62CD0DJT3,2018Q4
COB68CD06ND9,2018Q4
COB68CD06LE1,2018Q4
COB07CD07LQ1,2018Q4
COB02CD24071,2018Q4
COB01CD07IJ5,2018Q4
COJ1GCD00231,2018Q4
COB02CD23362,2018Q4
COB01CD05XN0,2018Q4
COJ70CD63335,2018Q4
COB02CD25375,2018Q4
COL06CD16663,2018Q4
COB06CD19DM4,2018Q4
COB56CD18EA4,2018Q4
COB01CD07Q16,2018Q4
COB19CD144N3,2018Q4
COB68CD05NK6,2018Q4
COJ26CD43313,2018Q4
COJ26CD43321,2018Q4
COB12CD00JK3,2018Q4
COJ1FCD05463,2018Q4
COB68CD04RH6,2018Q4
COB68CD00ZJ3,2018Q4
COB31CD03413,2018Q4
COB68CD03SX3,2018Q4
COJ1FCD06040,2018Q4
COB01CD05N29,2018Q4
COB07CD07L80,2018Q4
COB01CD050F8,2018Q4
COB68CD04EK8,2018Q4
COL06CD15004,2018Q4
COB62CD0BEE0,2018Q4
COB51CD01ZJ7,2018Q4
COJ10CD32476,2018Q4
COJ1FCD05778,2018Q4
COB63CD0G7P2,2018Q4
COB02CD23446,2018Q4
COB62CD0CYB2,2018Q4
COB68CD07LZ4,2018Q4
COB68CD03Q77,2018Q4
COB68CD059R4,2018Q4
COB68CD05CX2,2018Q4
COJ10CD33235,2018Q4
COL06CD16507,2018Q4
COB62CD0BPS6,2018Q4
COB02CD25565,2018Q4
COB68CD04HW6,2018Q4
COB63CD0EY10,2018Q4
COB62CD0B5N8,2018Q4
COB52CD47440,2018Q4
COB52CD54677,2018Q4
COB59CD14395,2018Q4
COB13CD68216,2018Q4
COB06CD1AEE9,2018Q4
COB51CD01RP1,2018Q4
COB56CD15FD1,2018Q4
COL06CD16390,2018Q4
COB53CD90117,2018Q4
COB51CD01RR7,2018Q4
COB63CD0GIX9,2018Q4
COL06CD13967,2018Q4
COB63CD0DDS7,2018Q4
COJ46CD0BAI2,2018Q4
COB51CD01C25,2018Q4
COB51CD01E23,2018Q4
COB06CD18F03,2018Q4
COB63CD0ENG9,2018Q4
COJ12CD0PLC2,2018Q4
COJ12CD0PMA4,2018Q4
COJ12CD0PND6,2018Q4
COT80CH02332,2018Q4
COJ26CD41622,2018Q4
COJ26CD42851,2018Q4
COJ26CD43156,2018Q4
COB19CD11VG8,2018Q4
COB56CD176R0,2018Q4
COB07CD05KN4,2018Q4
COB07CD01LF7,2018Q4
COB51CD01OT0,2018Q4
COB19CD11HN3,2018Q4
COB53CD98672,2018Q4
COB53CD99795,2018Q4
COJ1GCD00256,2018Q4
COJ1GCD00280,2018Q4
COL06CD14700,2018Q4
COL06CD16721,2018Q4
COB63CD0GMD3,2018Q4
COB62CD0DBK9,2018Q4
COB51CD03TO6,2018Q4
COJ26CD44014,2018Q4
COB06CD18NB8,2018Q4
COJ12CD0Q0T7,2018Q4
COB69CD18650,2018Q4
COB51CD03U88,2018Q4
COB51CD03T08,2018Q4
COB59CD16143,2018Q4
COB68CD05DB6,2018Q4
COB51CD035Q5,2018Q4
COJ11CD22749,2018Q4
COB64CD07C99,2018Q4
COB66CD56144,2018Q4
COB61CD1ZJS7,2018Q4
COB51CD043P1,2018Q4
COB53CD007V2,2018Q4
COB68CD069H4,2018Q4
COB66CD56763,2018Q4
COJ1FCD06552,2018Q4
COB13CD59413,2018Q4
COL06CD14981,2018Q4
COB06CD18KN9,2018Q4
COB63CD0GJN8,2018Q4
COL06CD15806,2018Q4
COB53CD98680,2018Q4
COL06CD13058,2018Q4
COL06CD14460,2018Q4
COB51CD95193,2018Q4
COB13CD57565,2018Q4
COB51CD01PL4,2018Q4
COB13CD60858,2018Q4
COL06CD13512,2018Q4
COB13CD88289,2018Q4
COB51CD020R5,2018Q4
COB52CD48299,2018Q4
COB52CD47903,2018Q4
COB51CD01T42,2018Q4
COB07CD08JD1,2018Q4
COB06CD1AEI0,2018Q4
COB06CD1AEF6,2018Q4
COB23CD48985,2018Q4
COB01CD07HT6,2018Q4
COB51CD02HD6,2018Q4
COB56CD15SM5,2018Q4
COB63CD0GLU9,2018Q4
COB63CD0GPD6,2018Q4
COB56CD17O85,2018Q4
COB56CD17O93,2018Q4
COB63CD0H657,2018Q4
COB51CD03TG2,2018Q4
COB63CD0HSQ0,2018Q4
COB51CD041I0,2018Q4
COB56CD1A030,2018Q4
COB52CD53869,2018Q4
MissingValue,2018Q4
CNE1000003D8,2018Q4
FR0000053951,2018Q4
FR0013215472,2018Q4
FR0013215399,2018Q4
FR0013217056,2018Q4
FR0013292703,2018Q4
US00206RFT41,2018Q4
US56585AAR32,2018Q4
US628530BG16,2018Q4
US628530BH98,2018Q4
US677050AM81,2018Q4
US68233JBJ25,2018Q4
US94988QAH48,2018Q4
USU9625RAE37,2018Q4
US92940PAC86,2018Q4
US92202X2099,2018Q4
GB00BFMBMT84,2018Q4
US9285634021,2018Q4
CA448814DF74,2018Q4
